,SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
4039,935688,729NABARD26 ,F ,D,1060.01,1060.01,1060.01,1060.01,1060.01,1051.24,1,1,1060.0,
4040,935752,9MMFSL26    ,F ,D,1065.0,1065.0,1065.0,1065.0,1065.0,1061.0,2,70,74550.0,
4041,935788,10NIDO26    ,F ,D,1000.0,1000.0,1000.0,1000.0,1000.0,995.0,3,100,100000.0,
4042,935856,865IBHFL26  ,F ,D,975.0,975.0,975.0,975.0,975.0,975.0,2,10,9750.0,
4043,935860,9IBHFL26B   ,F ,D,942.21,960.0,850.2,960.0,960.0,971.4,22,566,529746.0,
4044,935868,915IBHFL26B ,F ,D,951.0,951.01,951.0,951.01,951.01,950.01,6,2077,1975237.0,
4045,935966,0MFL25      ,F ,D,1781.0,1781.0,1781.0,1781.0,1781.0,1781.0,1,14,24934.0,
4046,936044,800MMFSL27  ,F ,D,950.0,950.0,950.0,950.0,950.0,1020.5,1,400,380000.0,
4047,936048,805MMFSL32  ,F ,D,1059.0,1059.0,1043.0,1043.0,1043.0,1040.1,6,305,319716.0,
4048,936130,888ERFL28   ,F ,D,918.5,920.0,918.5,920.0,920.0,918.02,5,180,165538.0,
4049,936224,975JMFCSL28 ,F ,D,1070.0,1070.0,1070.0,1070.0,1070.0,1060.0,1,10,10700.0,
4050,936226,934JMFCS28  ,F ,D,1020.0,1030.0,1020.0,1030.0,1030.0,1000.0,2,20,20490.0,
4051,936252,943EFL28    ,F ,D,995.0,995.0,982.0,982.01,982.01,980.0,13,800,785737.0,
4052,936254,985EFL28    ,F ,D,995.0,995.0,995.0,995.0,995.0,992.0,1,10,9950.0,
4053,936322,975AHFL28   ,F ,D,1030.0,1030.0,1030.0,1030.0,1030.0,1030.0,1,60,61800.0,
4054,936398,1015EFL29   ,F ,D,1015.0,1015.0,1015.0,1015.0,1015.0,1019.0,4,22,22330.0,
4055,936400,1060EFL29   ,F ,D,1004.8,1005.0,1004.8,1005.0,1005.0,1000.0,5,425,427111.0,
4056,936412,93MMFSL27   ,F ,D,1090.1,1096.4,1085.01,1093.0,1093.0,1090.0,78,1320,1440989.0,
4057,936416,95MMFSL29   ,F ,D,1106.0,1106.0,1095.25,1104.76,1104.99,1109.0,59,1105,1217485.0,
4058,936454,93STFCL29   ,F ,D,1047.0,1047.0,1047.0,1047.0,1047.0,1022.0,1,5,5235.0,
4059,936492,0MFL26      ,F ,D,1580.0,1580.01,1575.01,1575.01,1575.01,1590.0,11,62,97775.0,
4060,936520,925LTFH24   ,F ,D,1072.0,1072.0,1072.0,1072.0,1072.0,1063.75,1,500,536000.0,
4061,936538,975MFL24A   ,F ,D,998.0,998.0,998.0,998.0,998.0,999.0,1,79,78842.0,
4062,936570,0LTFH24A    ,F ,D,1490.0,1490.0,1490.0,1490.0,1490.0,1490.5,1,200,298000.0,
4063,936602,975SFL24    ,F ,D,1067.0,1067.0,1065.0,1065.0,1065.0,1066.0,5,439,468287.0,
4064,936604,935SFL24    ,F ,D,1001.0,1001.0,1000.1,1000.1,1000.1,1000.0,7,445,445214.0,
4065,936606,0SFL024     ,F ,D,1541.86,1541.86,1541.86,1541.86,1541.86,1545.0,1,7,10793.0,
4066,936716,995EFL24A   ,F ,D,990.0,996.0,989.0,989.0,989.0,990.0,25,589,583341.0,
4067,936718,104EFL24    ,F ,D,1054.3,1055.0,1054.3,1054.3,1054.3,1050.1,7,162,170831.0,
4068,936720,0EFL24      ,F ,D,1551.1,1551.1,1551.1,1551.1,1551.1,1551.16,3,60,93066.0,
4069,936722,995EFL29    ,F ,D,962.99,970.0,961.95,967.0,967.0,960.0,8,2981,2882055.0,
